t,y_t,true_h,h_mean,true_vol,vol,ess,loglik,scenario,sigma
0,-0.12021054,-4.638327,-4.504154,0.09835584,0.14863490,946.31,0.5282,Flash Crash,30.0
1,0.04947261,-4.812545,-4.538533,0.09015071,0.18981095,916.41,1.1639,Flash Crash,30.0
2,-0.05403178,-4.884204,-4.541677,0.08697782,0.20966946,896.58,1.1275,Flash Crash,30.0
3,-0.06782768,-4.959530,-4.579013,0.08376291,0.22387585,887.30,0.9829,Flash Crash,30.0
4,0.03742262,-4.689115,-4.652548,0.09588964,0.24114466,855.86,1.3140,Flash Crash,30.0
5,0.16939293,-4.475493,-4.314860,0.10669868,0.28392193,791.95,-0.2598,Flash Crash,30.0
6,0.03367110,-4.400879,-4.439911,0.11075445,0.31038916,844.15,1.3054,Flash Crash,30.0
7,-0.12208098,-4.350766,-4.308587,0.11356467,0.30430946,851.63,0.3313,Flash Crash,30.0
8,-0.03759812,-4.138417,-4.462481,0.12628572,0.30118269,853.71,1.2884,Flash Crash,30.0
9,-0.02824739,-4.178797,-4.598767,0.12376154,0.34377086,820.33,1.4164,Flash Crash,30.0
10,-0.08079439,-4.221574,-4.541293,0.12114260,0.33366910,864.28,0.8113,Flash Crash,30.0
11,0.20428216,-4.125934,-4.151391,0.12707640,0.36696672,704.92,-0.6389,Flash Crash,30.0
12,0.10378105,-4.135395,-4.190877,0.12647666,0.35094577,852.51,0.5510,Flash Crash,30.0
13,0.00368931,-4.204521,-4.345498,0.12217995,0.34794474,344.90,1.7296,Flash Crash,30.0
14,0.14100514,-3.944514,-4.162894,0.13914247,0.34395316,840.19,0.1230,Flash Crash,30.0
15,0.01053019,-3.914675,-4.356136,0.14123397,0.32920876,635.75,1.5452,Flash Crash,30.0
16,0.00667737,-4.116125,-4.525226,0.12770115,0.34012592,536.78,1.6977,Flash Crash,30.0
17,-0.21421298,-4.213265,-4.042886,0.12164693,0.39762217,702.62,-0.7263,Flash Crash,30.0
18,-0.05706864,-4.118616,-4.193438,0.12754220,0.40590504,849.16,1.0138,Flash Crash,30.0
19,0.00380610,-4.132409,-4.404374,0.12666562,0.41800314,342.18,1.8399,Flash Crash,30.0
20,-0.11730660,-4.501205,-4.224508,0.10533572,0.40803558,828.30,0.3435,Flash Crash,30.0
21,0.06611792,-4.668133,-4.344979,0.09690091,0.37035298,845.08,0.9553,Flash Crash,30.0
22,0.00688818,-4.803010,-4.550276,0.09058155,0.32002628,518.40,1.7462,Flash Crash,30.0
23,0.01372104,-4.680471,-4.706904,0.09630496,0.31922662,724.51,1.6667,Flash Crash,30.0
24,0.04523147,-4.465883,-4.786811,0.10721261,0.29191205,843.36,1.2900,Flash Crash,30.0
25,0.00948362,-4.470079,-4.971194,0.10698788,0.28200811,656.85,1.8632,Flash Crash,30.0
26,-0.05014733,-4.656027,-4.980729,0.09748920,0.27270213,828.63,1.2220,Flash Crash,30.0
27,-0.14979750,-4.649947,-4.610599,0.09778602,0.26561010,734.55,-0.2846,Flash Crash,30.0
28,0.14373675,-4.729072,-4.508339,0.09399290,0.27379221,786.18,-0.0718,Flash Crash,30.0
29,-0.13888609,-4.418267,-4.413840,0.10979573,0.27826697,830.94,0.0865,Flash Crash,30.0
30,0.00429370,-4.417517,-4.649269,0.10983694,0.26424515,506.31,1.7338,Flash Crash,30.0
31,-0.07180359,-4.307740,-4.661937,0.11603425,0.25611940,866.32,0.9335,Flash Crash,30.0
32,-0.09112087,-4.127110,-4.644559,0.12700164,0.27017391,850.42,0.6649,Flash Crash,30.0
33,-0.35518685,-4.076889,-3.654845,0.13023113,0.47641280,540.47,-1.5324,Flash Crash,30.0
34,0.06566466,-3.884080,-3.846565,0.14341110,0.36160627,814.54,0.7743,Flash Crash,30.0
35,0.10934119,-3.886551,-3.942079,0.14323401,0.38657871,842.20,0.4666,Flash Crash,30.0
36,-0.08560857,-3.844914,-4.040549,0.14624721,0.33976310,863.73,0.7137,Flash Crash,30.0
37,0.21474439,-3.654192,-3.807366,0.16088010,0.33120292,790.65,-0.4691,Flash Crash,30.0
38,0.41258401,-3.495390,-3.317499,0.17417498,0.45627260,565.02,-1.7435,Flash Crash,30.0
39,-0.25397623,-3.312839,-3.274929,0.19082104,0.41047752,791.92,-0.5347,Flash Crash,30.0
40,-0.31874722,-3.406471,-3.174931,0.18209341,0.42987889,772.93,-0.8962,Flash Crash,30.0
41,0.15381908,-3.352178,-3.260247,0.18710434,0.41331118,878.15,0.1827,Flash Crash,30.0
42,0.11413393,-3.540380,-3.390881,0.17030065,0.45180875,861.48,0.4106,Flash Crash,30.0
43,-0.37445560,-3.431306,-3.046245,0.17984621,0.49141335,701.59,-1.2619,Flash Crash,30.0
44,0.11464907,-3.281030,-3.218009,0.19388016,0.39406478,860.17,0.3822,Flash Crash,30.0
45,-0.16155398,-3.121940,-3.278242,0.20993237,0.38406599,877.63,0.1384,Flash Crash,30.0
46,0.12964906,-2.959882,-3.390097,0.22765116,0.38769749,868.09,0.3231,Flash Crash,30.0
47,0.09187803,-3.097766,-3.575395,0.21248515,0.36659682,871.06,0.5939,Flash Crash,30.0
48,0.27992159,-3.248819,-3.333567,0.19702798,0.37339866,797.04,-0.7460,Flash Crash,30.0
49,0.14751965,-3.395236,-3.385951,0.18311922,0.35730156,879.38,0.2304,Flash Crash,30.0
50,-0.31735626,-3.000000,-3.221595,0.22313017,0.36952293,772.44,-0.9394,Flash Crash,30.0
51,-0.10050054,-2.865000,-3.383177,0.23871140,0.37749738,869.01,0.4981,Flash Crash,30.0
