t,y_t,true_h,h_mean,true_vol,vol,ess,loglik,scenario,sigma
0,0.02035958,-4.654788,-4.679088,0.09754963,0.10330358,942.79,1.4282,Single Spike,10.0
1,0.05127940,-4.459192,-4.758982,0.10757189,0.10287534,972.95,1.2673,Single Spike,10.0
2,-0.19420250,-4.492531,-4.491389,0.10579358,0.12093684,801.15,-0.4461,Single Spike,10.0
3,0.03325175,-4.491322,-4.560112,0.10585757,0.11996619,928.72,1.3300,Single Spike,10.0
4,-0.08961873,-4.556403,-4.572843,0.10246835,0.12302794,966.84,0.8421,Single Spike,10.0
5,0.08148469,-4.513415,-4.584821,0.10469463,0.12685889,972.62,0.9421,Single Spike,10.0
6,0.04099477,-4.316946,-4.648250,0.11550138,0.12345849,947.97,1.3231,Single Spike,10.0
7,-0.15010713,-4.080271,-4.567308,0.13001111,0.13661963,902.71,0.0866,Single Spike,10.0
8,-0.06693952,-4.024688,-4.598464,0.13367499,0.13626939,964.17,1.0879,Single Spike,10.0
9,0.00102928,-4.198010,-4.711949,0.12257831,0.13238306,767.01,1.5572,Single Spike,10.0
10,0.18610585,-3.882381,-4.563476,0.14353295,0.14491095,784.04,-0.4412,Single Spike,10.0
11,-0.00650473,-3.927949,-4.628998,0.14029966,0.13383323,839.44,1.4999,Single Spike,10.0
12,0.25920972,-3.776649,-4.297394,0.15132517,0.17215662,641.25,-1.1254,Single Spike,10.0
13,-0.11209771,-4.015993,-4.272146,0.13425742,0.17063577,953.36,0.6074,Single Spike,10.0
14,-0.13982931,-3.934174,-4.200312,0.13986367,0.17802601,944.90,0.3397,Single Spike,10.0
15,0.12779601,-4.093048,-4.213516,0.12918319,0.17149837,956.87,0.4708,Single Spike,10.0
16,-0.10412142,-3.808338,-4.274467,0.14894636,0.16030499,973.17,0.7134,Single Spike,10.0
17,-0.40040347,-3.875958,-3.734484,0.14399464,0.20239012,492.97,-1.9322,Single Spike,10.0
18,0.18532695,-3.976495,-3.668544,0.13693520,0.20636581,927.29,0.0504,Single Spike,10.0
19,-0.02827148,-4.073963,-3.804355,0.13042182,0.20367438,853.47,1.0540,Single Spike,10.0
20,-0.05765718,-4.321988,-3.916328,0.11521056,0.18387815,942.09,0.9520,Single Spike,10.0
21,0.21960008,-4.045585,-3.833193,0.13228554,0.18888679,892.50,-0.2846,Single Spike,10.0
22,0.13570203,-3.891407,-3.857348,0.14288667,0.17777181,967.40,0.4363,Single Spike,10.0
23,0.27843219,-3.818445,-3.723548,0.14819556,0.19253097,812.99,-0.7865,Single Spike,10.0
24,-0.04279395,-3.699269,-3.833391,0.15729468,0.17673588,911.85,0.9872,Single Spike,10.0
25,-0.11529607,-3.717893,-3.926485,0.15583673,0.16701886,972.74,0.5999,Single Spike,10.0
26,0.04731850,-3.885230,-4.034511,0.14332865,0.15893944,940.22,1.0502,Single Spike,10.0
27,-0.20245124,-3.861247,-3.965820,0.14505775,0.16299668,911.19,-0.1847,Single Spike,10.0
28,0.06891384,-3.747744,-4.053798,0.15352805,0.15745500,960.82,0.9438,Single Spike,10.0
29,-0.10717770,-3.785957,-4.123728,0.15062250,0.15376905,974.97,0.6785,Single Spike,10.0
